wav_path,speaker_id,label
data/raw/andhra_pradesh/Andhra_speaker (123).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (118).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (121).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (11).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (113).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (116).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (109).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (117).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (119).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (115).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (125).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (122).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (112).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (12).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (114).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (126).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (127).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (110).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (120).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (124).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (111).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1093).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1089).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1095).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1087).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1090).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1092).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1088).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1084).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1086).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1091).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1094).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1096).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1085).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1105).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1113).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1102).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1111).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1098).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1107).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1116).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1118).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1097).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1110).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1099).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1120).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1119).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1112).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1122).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1103).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1117).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1104).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1108).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1114).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1109).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1101).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1115).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1100).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1106).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1121).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1123).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1125).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1126).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1124).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1133).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1130).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1127).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1128).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1131).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1132).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1129).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1179).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1144).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1186).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1191).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1150).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1137).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1149).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1152).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1172).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1180).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1169).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1151).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1162).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1145).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1190).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1165).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1173).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1188).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1176).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1171).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1148).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1181).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1138).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1157).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1140).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1194).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1187).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1183).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1158).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1146).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1134).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1175).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1178).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1159).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1156).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1160).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1147).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1136).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1192).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1154).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1193).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1182).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1166).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1155).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1161).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1139).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1163).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1185).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1135).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1189).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1143).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1195).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1164).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1174).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1184).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1141).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1177).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1170).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1167).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1142).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1153).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1168).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1213).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1240).wav,andhra_pradesh,andhra_pradesh
data/raw/andhra_pradesh/Andhra_speaker (1233).wav,andhra_pradesh,andhra_pradesh
